area_sqft,bedrooms,bathrooms,floors,property_age,renovation_status,lot_size,distance_city_km,neighborhood_score,crime_rate_index,school_rating,hospital_proximity_km,shopping_center_proximity_km,public_transport_score,parking_availability,property_type,construction_quality,energy_efficiency_score,water_supply_score,electricity_supply_score,internet_availability_score,green_space_index,flood_risk_index,noise_pollution_level,SalePrice,Fireplaces
1269,3,1.5,1,66,0,7931,3.1,4.7,4.2,5.7,6.71,4.55,6.7,1,1Fam,5,0,4.7,5,5.1,5.4,6.1,7.3,155000,1
886,2,1,1,88,1,5784,4.42,4.7,4.4,5.1,6.89,5.07,8.8,1,1Fam,5,0,4,3.9,5.2,4.2,8.6,5.4,91300,0
720,2,1,1,106,1,7879,4.48,4.7,5.9,3.7,8.08,7.19,7.6,0,1Fam,4,0,3.8,4.2,4.6,5.6,10,5.5,34900,0
3228,4,3,1,34,1,12692,5.31,6.9,2.8,7.9,4.69,0.66,6,1,1Fam,8,5.8,7,7.7,8,9.9,2.7,5.9,430000,1
1820,4,2,2,101,1,9120,4.37,8.6,3.2,8,4.56,2.68,6.6,1,1Fam,7,0,6.6,6.3,7.4,4.3,8.3,5.2,184000,0
899,3,1,1,59,1,7800,3.02,5.5,3.7,5,7.14,5.14,10,1,1Fam,5,4.1,4.2,5.8,5.3,6.1,5.9,6.7,130000,0
912,2,1,1,68,1,7535,2.38,5.1,4.5,6.2,6.95,3.17,7.9,1,1Fam,5,1.7,5.2,5.1,4.4,3.9,5.5,7.6,120000,0
1218,3,1.5,2,53,0,1890,1.87,6,3.4,7.3,5.07,3.17,7.6,1,Twnhs,6,3.2,6,5.9,6.7,2.1,5.3,6.3,113000,0
1768,3,2.5,2,21,0,9803,6.81,7.1,2.9,8.7,4.89,2.32,9,1,1Fam,7,5.4,7.2,6.8,6.3,6.1,4.2,2.9,226700,0
1214,2,1,1,61,0,9170,3.19,5.3,5.4,4.9,6.86,4.2,8.3,1,1Fam,5,2.4,4.9,4.2,5.5,5.3,5.6,4.3,140000,0
1801,1,2,1,67,1,15602,8.36,7.3,3.4,8,4.83,3.19,5.3,1,1Fam,7,1.7,6.3,6.3,6.2,9.8,6.9,1.1,289000,2
1322,3,2.5,2,52,0,2308,0.5,6.3,2.2,7,6.03,3.84,8.5,1,TwnhsE,6,4.1,6.3,6.6,6.3,0.1,6.1,10,147000,1
1960,4,2,2,74,0,7596,3.31,5,6.1,5.2,7.08,4.44,8.8,1,Duplex,5,0,6,4.8,5.9,5.1,7.7,7.1,124500,0
1911,3,2.5,2,33,1,9554,4.18,7.9,2.3,8.3,3.57,2.43,7.4,1,1Fam,8,5.4,8.2,8,7.9,5.6,3.6,5.2,215000,1
1218,2,2,1,17,0,7862,3.07,5.9,5.4,7.7,7.27,5.72,6.1,1,1Fam,6,6.4,5.8,5,5.9,6,1.3,7,208300,0
1378,3,2,2,98,1,9600,4.85,6.9,3.4,7.9,3.83,4.64,9.4,1,1Fam,7,0,6.3,6.3,7.3,7,9.6,4.1,161000,1
1041,3,1,1,67,0,9600,3.97,5.6,6.1,5.9,6.28,3.08,7.2,1,1Fam,5,0.5,4.5,5.3,4.8,8.1,5.7,6,124500,0
1363,2,1,1,75,1,14559,7.55,5.3,5.5,4.9,9.78,5.58,7.9,1,1Fam,5,0,5.2,5.2,5.9,10,8.3,5.4,164900,2
1368,2,2,1,21,1,6792,3.35,5.5,4.3,6.8,3.96,2.82,9.6,1,TwnhsE,7,7.7,7.5,7.9,7.1,5,0.4,8.5,202665,1
864,3,1,1,68,0,9100,4.31,5.3,5.5,5.1,5.65,5.16,6.7,1,1Fam,5,1,5.1,5.7,4.8,7.5,7.8,5.7,129900,0
1080,3,1.5,1,43,0,9187,3.69,6.1,3.9,6.5,6.73,3.6,8.7,1,1Fam,6,4.1,6.4,5.9,5.7,5.5,2.9,6.5,134000,0
789,2,1,1,100,1,10594,4.72,5,7.3,4.8,4.92,5.12,6.7,1,1Fam,5,0,5.4,5.2,4.5,5.6,10,4.3,96500,0
2020,3,2.5,1,17,0,12220,6.87,9.8,0.9,10,1.76,0.15,5.1,1,1Fam,10,4.6,10,9.8,9.7,8.3,1.3,2.3,402861,1
2119,3,2.5,2,54,0,10448,5.72,6.6,4.6,5.4,8.15,3.42,7,1,1Fam,6,4.8,5.7,7,5.8,5.5,4.2,4.6,158000,1
2344,3,2.5,2,30,1,10208,4.13,7.5,1.7,6.9,3.46,2.1,7.8,1,1Fam,7,5.2,7.1,7.6,6.8,9.3,3.6,5.3,265000,1
1796,3,2.5,2,28,0,9531,4.86,5.6,2.7,7.1,4.02,3.55,7.2,1,1Fam,6,6.1,5.6,6.1,5.7,7.8,3.7,6,211000,0
2080,3,1.5,2,100,1,10918,6.21,7.2,3.3,8.1,3.5,3.23,7,1,1Fam,7,0,7,7.1,8,9.4,9.6,5.4,234000,2
1294,3,2,2,126,1,10800,3.73,3.5,6.1,4.1,8.9,6.6,8.4,0,2fmCon,4,0,4.2,4.7,3.5,7.3,10,6.6,106250,0
1244,3,1.5,1,69,0,11988,6.54,5.3,3.4,5.9,7.12,4.85,7.1,1,1Fam,6,1.5,6.8,6.3,6.1,8.5,4.6,3.6,150000,2
1664,3,2,2,79,1,5000,1.84,5.7,4.1,5.9,5.49,3.51,7.9,1,1Fam,6,0,5.3,6.8,6.3,2.9,6.6,6.5,159000,2
4676,3,3.5,2,19,1,40094,20.62,10,1.6,10,2.68,0.28,0.7,1,1Fam,10,7.2,10,8.9,10,10,3.2,0,184750,1
2398,3,2.5,2,30,1,11787,5.13,7.5,3.7,8.2,6.39,3.96,7.3,1,1Fam,7,7.9,7.7,7.2,7,6.6,2.8,3.7,315750,1
1266,3,2,1,21,0,7500,1.95,7.3,1.9,8.3,6.79,4.17,5.6,1,1Fam,7,7.3,7.4,6.7,6.9,2.5,0.2,7.6,176000,1
928,2,1,1,70,1,13300,5.02,5.4,4.9,5.2,6.75,4.94,7.1,1,1Fam,5,1.1,5.4,5.9,5.2,8.1,6.3,5.9,132000,0
2713,3,2.5,2,18,0,14948,7.52,9.3,0.2,9.1,0.7,0.78,6.7,1,1Fam,9,6.8,9.3,9.8,9.1,8.5,0.9,3.5,446261,1
605,2,1,1,106,1,9098,4.81,3.7,5.6,4.6,7.18,6.19,7.7,0,1Fam,4,0,4.6,4,3.9,7.5,10,4.7,86000,0
2515,4,3,1,69,1,32668,15.43,6.2,3.6,6,5.57,2.85,2.7,1,1Fam,6,1.2,5.5,6.8,5.2,10,6.5,0,200624,2
1509,3,2,1,38,1,10200,5.74,6.4,3.5,6.2,5.74,3.81,6.8,1,1Fam,6,5.6,5.3,6.9,5.8,5.4,4,3.6,175000,1
1362,3,2,2,106,1,6155,1.42,6.4,2.7,7.5,5.81,4.74,8.8,1,1Fam,6,0,6,6,5.4,5.4,10,7.4,128000,0
827,2,1,1,71,1,7200,3.53,5.6,4.9,6.1,8.12,5.64,6.6,1,1Fam,5,0,3.9,6.2,4.7,5.8,8.5,5.8,107500,1
334,1,1,1,80,1,5000,1.29,1.4,8.4,1.2,12.27,8.73,9.2,0,1Fam,1,0,1.6,1,1,1.8,8.4,7.1,39300,0
1414,3,2.5,2,22,0,9056,3.88,8.2,0,7.9,3.83,2.22,9.7,1,1Fam,8,6.7,8.6,7.9,8.2,5.6,2.7,6.8,178000,1
1347,3,1,2,116,1,7000,3.55,5.5,7.1,5.6,8.1,4.18,7.3,0,2fmCon,5,0,4.8,5.4,5.9,4.1,10,6.8,107500,0
1724,3,2.5,2,28,1,8924,3.6,7,4.1,8.4,5.36,3.7,7,1,1Fam,7,6.4,6.8,6.8,6.7,6.7,2.4,7,188000,0
864,3,1,1,54,0,12735,5.98,3.6,5.6,4.1,8.06,5.92,6.1,1,1Fam,4,3.1,4,4,4.4,7.3,4.1,3.1,111250,0
1159,3,1.5,1,58,0,11553,6.78,4.9,5,6.4,7.91,4.72,7.2,1,1Fam,5,3.2,5,5.7,5.2,7.6,7,2,158000,1
1601,3,2,1,25,1,11423,5.13,7.6,0.8,9.7,4.07,1.64,6.1,1,1Fam,8,6,8.1,8,8.6,6.9,2.6,4.9,272000,1
1838,2,2,1,20,0,14601,8.14,8.7,2.7,10,5.06,0.94,6.8,1,1Fam,9,8.4,9.3,8.2,9.3,10,2.1,1.9,315000,1
2285,4,2.5,2,26,0,11000,4.37,7.9,3.9,9,2.56,1.55,8.1,1,1Fam,8,7.2,7.9,8.2,7.5,7.1,2,5.5,248000,1
1680,3,2,1,28,1,10140,5.6,6.6,3.2,8.1,4.48,3.66,8,1,1Fam,7,6.2,7.5,6.7,6.1,6.2,2.2,4.1,213250,1
767,1,1,1,28,0,4058,3.47,6.8,4,8.7,4.87,2.6,7.2,1,TwnhsE,7,8.1,7.2,7.4,7.2,2.5,3.6,8.2,133000,0
1496,3,2.5,2,20,0,17104,6.08,6.1,3.2,8,5.44,4.59,6.7,1,1Fam,7,9.1,6.7,7.3,6.7,10,3,4.3,179665,1
2183,4,2.5,2,38,0,13837,6.12,7.1,1.7,7.3,6.27,4.47,7.5,1,1Fam,7,6.2,7.7,7.7,6.5,8.8,4.6,5.8,229000,0
1635,3,1.5,2,103,1,8737,4.95,6,3.6,6.3,5.98,3.11,8.6,1,1Fam,6,0,5.3,6.5,5.4,4.8,10,6.3,210000,1
768,2,1,1,56,0,7244,3.42,4.6,5.1,5.7,5.58,5.07,8.6,1,1Fam,5,4.6,5,5.5,5.1,5.4,6.2,8.3,129500,0
825,2,1,1,71,1,8235,4.49,5.3,4.5,4.6,7.84,4.35,8.2,1,1Fam,5,1.9,5.5,4.7,5.8,5.3,7.2,4.4,125000,0
2094,4,2.5,2,23,1,9375,4.08,7.5,2.8,7.6,5.75,2.67,8.7,1,1Fam,7,9.1,6.6,7.4,6.8,4.8,2.1,6.5,263000,1
1069,2,2,1,49,0,4043,2.11,5.2,3.9,7.4,4.06,6,10,1,TwnhsE,6,5.1,6.2,7,6.3,4.9,6.1,7.5,140000,0
928,3,1,1,69,0,6000,2.84,4.6,4.9,4,7,4.69,7.5,1,1Fam,5,3,5.3,4.7,4.9,3.6,6.5,5.5,112500,0
1717,3,2,1,20,0,11146,6.74,7.6,2.1,9.9,2.41,2.36,8.3,1,1Fam,8,8.4,7.6,8.9,7.4,7.1,2.4,4.8,255500,1
1126,2,2,1,77,1,8777,4.64,3.5,4.9,5.2,7.34,6.54,7.7,1,1Fam,4,1.7,4,3.7,4.4,6,6.9,5.1,108000,0
2046,3,2.5,2,23,1,10625,5.65,7.4,2.3,7.4,4.1,2,7.2,1,1Fam,7,9.1,6.9,6.6,6.5,8.8,1.6,3.3,284000,1
1048,2,1,1,104,1,6380,2.78,4.9,3.7,5.9,7.81,4.14,6.9,1,1Fam,5,0,4.7,5.1,5,2.6,10,6.8,113000,1
1092,2,1,1,69,0,14850,6.94,4.9,6,5.5,7.12,3.79,6,1,1Fam,5,0,6.2,5.4,4.8,10,6.1,2.3,141000,1
1336,3,1.5,2,106,1,11040,5.09,3,3.9,5.3,6.71,5.11,6.2,1,1Fam,4,0,3.6,4.5,4.4,9.4,10,4.2,108000,0
1446,3,2.5,2,30,1,21872,11.33,7.3,4.2,8.4,5.88,0.15,4.1,1,1Fam,7,6.6,7.5,6.5,6.5,10,1.7,0,175000,1
1557,2,2,1,23,1,3196,1.18,6.4,4.4,6.7,3.57,3.54,8.1,1,TwnhsE,7,7.2,6.8,7.2,7.2,0.9,2.4,10,234000,1
1392,3,1.5,1,69,1,11341,5.96,5,4.7,5.9,7.33,7.05,6.7,1,1Fam,5,0.1,4.5,4.7,4.6,6.9,7,3.4,121500,1
1389,2,1,1,52,1,10010,7.08,5.1,2.4,5.4,6.19,5.15,7.1,1,1Fam,5,1.9,5.1,4.3,4.7,6.9,3.4,4.6,170000,1
996,3,1,1,86,1,13907,7.82,5.7,4.6,5.6,6.63,3.58,6.6,0,1Fam,5,0,5.3,4.5,3.2,10,8.2,3,108000,1
1674,4,2,2,108,1,21780,10.56,5.3,3.9,6.1,6.5,3.36,2.9,1,1Fam,6,0,6.5,5.6,7,10,10,0,185000,1
2295,4,2.5,2,34,1,13346,7.87,5.5,2,8.9,5.52,2.54,5.2,1,1Fam,7,7.3,7.8,7.3,7.3,9.7,3.8,2.9,268000,1
1647,4,1.5,2,111,1,6858,3.02,6.1,3.5,7.3,7.34,2.98,8.6,1,1Fam,6,0,7.5,6.6,5.6,3.1,10,7,128000,0
2504,4,2.5,2,21,1,11198,3.56,9.9,2.5,9.4,2.92,1.86,6.4,1,1Fam,9,8.4,9.1,8.3,8.4,6,2.8,7.7,325000,1
1535,3,2,1,22,0,10171,4.08,7.6,3.7,6.8,5.31,3.81,8.5,1,1Fam,7,7.2,6.7,7.2,6.8,6.3,2.1,6.5,214000,0
2132,1,1.5,2,43,1,12327,4.29,8.1,1.1,8.5,3.56,0.84,7.1,1,1Fam,8,2.9,8.2,7.4,8.4,9.7,4.3,4,316600,1
943,2,1,1,47,0,7032,3.16,4.8,3.4,5.8,7.18,5.73,8.8,1,Duplex,5,3.7,4.9,5.3,4.1,4.8,5,7.1,135960,2
1728,6,2,1,61,0,13101,6.57,5.4,4.7,5.7,7.44,6.53,8.1,1,Duplex,5,2.1,5.5,4.7,4.9,9,7,4.2,142600,0
864,2,1,1,67,0,7332,5.34,5.5,3.8,7.5,5.9,5.9,7.9,1,1Fam,6,1.1,5.4,5.5,6.9,5.2,6,4.4,120000,0
1692,3,2.5,2,17,0,13159,6.91,7.2,3.5,8.3,3.2,5.87,6.1,1,1Fam,7,7.9,8.2,7.4,6.4,9.9,1.2,3.2,224500,0
1430,3,2.5,2,26,0,9967,4.76,7.3,2.5,8.4,5.33,2.1,8.4,1,1Fam,7,7.2,7.4,6.7,7,6,1.9,4.6,170000,1
1109,3,1,2,55,1,10500,6.08,5.5,5.5,5.7,7.36,7.82,7.9,1,1Fam,5,4,4.2,4.8,6.1,7.7,5.2,2.5,139000,0
1216,2,1,2,79,1,8480,2.03,6.4,6.9,4.5,6.32,4.65,7.7,1,1Fam,5,0,4.6,3.9,5.3,4.8,9.3,6.4,118500,0
1477,3,2,2,98,1,6292,3.38,7.2,3.8,7.6,3.72,2.41,9.8,1,1Fam,7,0,7.4,7.5,7.1,6.2,10,5.1,145000,1
1320,3,1,1,60,0,11777,6.66,4.7,5,6.2,8.48,5.33,6.8,1,1Fam,5,2,5.6,5.4,5.3,7.1,4.9,4,164500,2
1392,2,2,2,19,0,3604,0.32,7,2.8,7.7,5.49,2.42,9.1,1,TwnhsE,7,7.7,6.4,7,6.8,1.5,1.3,7.2,146000,0
1795,4,2,2,72,0,12150,7.22,4.1,4.6,5.9,6.77,5.4,7,1,1Fam,5,2.2,5.4,4.2,5.6,8.6,7.6,2.1,131500,0
1429,3,1,1,66,1,14585,7.63,5.7,5.2,6.4,4.86,2.68,5.4,1,1Fam,6,1.2,5,6.6,5.8,9.8,5.7,1.6,181900,2
2042,3,2.5,1,18,1,12704,5.94,7.8,1.4,8.1,3.18,1.76,6.9,1,1Fam,8,8.3,8,7.7,7,8.8,1.1,3.8,253293,1
816,3,1,1,36,0,11841,6.55,5.7,4,6.5,7.3,5.29,8.4,0,Duplex,6,5.8,6.6,5.8,5.8,8.1,4.9,1.6,118500,0
2775,3,3.5,2,133,1,13500,9.02,10,0.1,10,2.14,0,7.1,1,1Fam,10,0,9.7,10,9.5,7.9,10,1.4,325000,1
1573,3,1,2,91,1,6120,3.24,3.6,5.5,3.9,7.45,6.14,8.5,1,1Fam,4,0,3.2,3.6,3.9,5.7,10,5.5,133000,0
2028,2,2,1,21,1,11443,5.97,8.6,0.6,8.6,4.51,2.48,7,1,1Fam,8,6.7,8.1,8.4,7.9,8.5,3.4,5.2,369900,2
838,2,1,1,108,1,10267,4.67,6,4.3,5.9,5.19,5.17,7.8,1,1Fam,6,0,5.7,6.3,6.6,8.2,10,4.7,130000,0
860,2,1,1,44,0,8740,3.52,5,4.9,6.3,8.5,3.34,8.6,1,1Fam,5,4.5,5.3,5.2,5.3,5.3,3.5,6.4,137000,0
1473,1,1,1,58,1,25095,13.38,4.8,5.5,5.3,8.35,5.58,4.3,1,1Fam,5,2.1,4.6,5.1,5.1,10,5.5,0,143000,2
935,2,1,1,96,1,9100,3.69,5.1,4.5,6.5,6.53,4.73,7.4,1,1Fam,5,0,4.6,5.2,5,6.3,8.5,6.6,79500,0
1582,3,2.5,2,22,0,8320,4.23,7.4,4.2,8.8,4.37,3.17,8.2,1,1Fam,7,6.5,6,7.1,6.5,6.7,2.3,5.8,185900,0
2296,3,2.5,2,18,0,13478,6.26,9.6,0,10,0,1.06,7.1,1,1Fam,10,8,10,10,8.9,10,1.6,3.3,451950,1
816,2,1,1,44,1,6600,3.78,4.7,6.7,4.8,5.52,3.81,7.3,1,1Fam,5,4.4,4.9,5.8,5.1,4.6,4.8,6.6,138000,0
848,1,1,1,23,0,4435,2.55,5.8,2.3,5.1,4.66,2.99,9.1,1,TwnhsE,6,7.3,5.4,5.3,6.4,1.4,3.7,7.9,140000,0
924,3,1,1,51,0,7990,5.03,4.3,5.4,4.5,7.14,3.06,5.8,1,1Fam,5,3.2,5.1,5.5,4.9,7.1,5.9,4.2,110000,0
1826,3,2,1,21,1,11302,5.14,7.6,2.5,7.8,3.67,1.45,7.7,1,1Fam,8,7,8.5,8.4,7.7,8.1,2.6,5.3,319000,1
1368,3,1,2,116,1,3600,1.53,5.8,3.2,7.6,4.65,5.33,9.8,1,1Fam,6,0,5.9,6.3,6.2,1.8,9.6,9.7,114504,0
1402,2,1,1,20,1,3922,0.98,7.4,3.4,7.8,4.72,2.88,9.8,1,TwnhsE,7,7.7,7.1,7.6,7,3,2.4,9.7,194201,1
1647,3,2,1,49,0,12984,6.05,5.1,6.3,5.8,7.51,3.66,6.4,1,1Fam,5,3.9,5.1,5,5.8,7.1,6.6,4.9,217500,1
1556,3,2.5,2,46,0,1950,1.35,6.1,1.8,5,6.53,3.51,9.8,1,Twnhs,6,6,5.4,5.1,6.6,2.4,1.6,8.8,151000,1
1904,3,2.5,2,21,0,10927,6.22,8.4,2.5,8,2.1,0.51,8.7,1,1Fam,8,6.4,9,8,8.5,5.8,2.8,2.8,275000,1
1375,3,1.5,2,89,1,9000,3.58,5.9,1.5,7.2,5.87,2.87,9.2,1,1Fam,6,0,5.8,5.5,6.4,5.8,8.7,5.6,141000,1
1915,3,2.5,2,34,0,10041,5.89,8.2,1,9,2.62,2.39,7.5,1,1Fam,8,4.2,8.3,7.6,7.4,6.9,2.6,4.4,220000,1
1200,2,2.5,2,22,1,3182,2.95,6.9,4.6,7.6,5.9,1.83,9.3,1,TwnhsE,7,7.6,7.4,6.4,7.3,3.2,3,8,151000,0
1494,3,2,1,24,0,12803,6.81,7.1,2.4,8.1,5.78,4.11,7.9,1,1Fam,7,5.9,6.9,6.8,7.2,8.6,4.1,6,221000,1
1986,3,2.5,2,61,1,13600,8.68,6.7,1.8,8.8,4.1,2.93,5.1,1,1Fam,7,2.1,7.3,6.7,7.3,9.7,6.9,2.3,205000,3
1040,3,1,1,30,0,12464,5.46,3.8,4.8,5.3,6.23,5.09,6.6,1,1Fam,5,5.9,5.1,3.8,5.2,8.3,2.6,3.4,152000,0
2008,3,3,2,78,1,7800,2.66,4.9,7.1,5.5,6.54,4.72,9.4,1,1Fam,5,0.5,4.3,5.4,5.2,5.2,6.9,6.6,225000,0
3194,4,2.5,2,92,1,12168,4.31,8.7,0.2,8.9,1.75,2.77,7.9,1,1Fam,8,0,7.8,9.1,9.4,8.2,9.3,8,359100,2
1029,3,1,1,65,0,7943,5.47,4.5,4.9,6.1,8.34,6.78,8.4,1,1Fam,4,1.3,3.7,4.3,4,5.1,7.4,4.3,118500,0
2153,3,2.5,2,26,0,11050,6.18,9.5,2.5,8.4,2.73,1.34,5.7,1,1Fam,9,8.2,8.8,8.9,9.5,5.7,2.2,3.9,313000,2
1032,3,2,1,48,0,10395,5.14,6.6,5.9,7.1,6.97,4.56,7.4,1,1Fam,6,4.3,5.3,6,5.8,6.2,4.5,3.9,148000,1
1872,3,2.5,2,25,0,11885,6.22,8,1.9,8.7,2.9,1.79,6.4,1,1Fam,8,6.3,8.6,7.8,8.4,8.2,5.3,5.3,261500,1
1120,3,1,1,19,0,8402,3.08,5.1,3.8,5.9,6.38,5.54,8.2,0,1Fam,5,7.4,5.8,5,5.5,5.4,3,7.4,147000,0
630,1,1,1,54,0,1491,3.19,3.7,8.1,3.9,6.49,5.66,8.8,0,TwnhsE,4,4.9,4.5,4,4.2,0.8,6.6,6,75500,0
1054,3,1,1,63,0,8800,4.53,5.8,5.6,6.6,5,4,6.8,1,1Fam,6,1.9,6.6,5.6,6.8,5.5,4.8,4.5,137500,0
1509,3,2.5,2,24,1,7861,4.04,6.3,4.7,7.1,4.82,3.73,6,1,1Fam,6,6.3,5.8,6.8,5.6,4.4,1.7,6.3,183200,1
832,2,1,1,72,0,7227,4.34,6.6,3.2,8.8,7,3.54,9.4,1,1Fam,6,0.3,5.7,5.3,5.8,4.3,7.3,5.7,105500,0
1828,3,2,1,19,0,11694,6.33,8.9,1,10,2.3,0.31,6.7,1,1Fam,9,7.1,8.6,9.4,9.1,7.5,0.9,4.5,314813,1
2262,4,2.5,2,23,0,12244,6.35,7.8,1.8,8.2,4.12,2.47,7.1,1,1Fam,8,6.5,8.3,7.9,8.4,8.2,3.9,4.2,305000,2
864,2,1,1,112,1,8248,3.33,3,7.3,3,8.62,8.31,7.9,0,1Fam,3,0,3.1,4,3.1,5.9,10,6.4,67000,0
2614,4,2.5,2,52,1,10800,5.87,6.3,5.5,6.3,4.73,5.17,6.2,1,1Fam,6,2.4,6,6.2,6.6,7,4.7,3.6,240000,1
980,3,1,1,49,0,7064,5.41,4.3,5.9,4.2,6.83,3.74,7,1,1Fam,5,3,5.6,4.8,4.7,3.7,6.7,4.4,135000,0
1512,2,2.5,2,26,0,2117,2.4,4.9,2.9,6.4,6.6,5.29,8.5,1,TwnhsE,6,7.3,6.2,5.9,5.4,0,2.6,7,168500,1
1790,4,2,2,54,0,10400,6.79,5.7,5.4,7.1,4.79,3.68,6.7,1,1Fam,6,2.9,5.6,6,6.2,9.5,8,3.1,165150,1
1116,3,1.5,1,64,0,10000,4.49,5.4,4.3,5.7,6.81,4.6,7.9,1,1Fam,6,1.8,5.7,5.4,6,5.5,6.5,5.5,160000,0
1422,3,1,1,66,1,12342,5.18,4.7,5.7,6.2,6.15,4.09,6.1,1,1Fam,5,3,5.3,4.6,5.3,7.7,7.2,3.9,139900,1
1520,3,1,1,71,1,9600,4.67,5.9,5.5,6.9,5.52,4.14,9.3,1,1Fam,6,2.4,6.5,5.1,6,6.9,8.5,6,153000,2
2080,5,2,2,57,0,11606,5.86,4.8,3.9,5,7.53,5.31,8.1,1,1Fam,5,2.6,5.3,4.5,4.8,8.1,7,3.8,135000,2
1350,3,1.5,1,62,0,9020,5.6,6.7,4,6.5,5.34,2.52,8.6,1,1Fam,6,1.6,6.9,6,6,6.5,6.7,3.6,168500,0
1750,3,1,2,146,1,9000,2.81,5.2,4.5,6.6,7.04,5.61,7.6,1,1Fam,5,0,5.8,5.2,5,5.6,10,6.8,124000,0
1554,2,2,1,20,0,4590,3.82,8.2,0.4,9.3,3.69,3.35,10,1,Twnhs,8,8.2,8.2,7,7.8,3.3,2.5,6.4,209500,1
1411,3,2,1,49,0,11900,5.79,7.3,3.3,7.7,5.13,2.83,6.8,1,1Fam,7,3.7,6.6,6.9,6.9,8,4.1,4.3,82500,1
1056,3,1,1,72,1,9250,4.2,4.4,7.5,5.3,4.62,6.36,7.7,1,1Fam,5,0.6,4.3,5.3,4.8,5.9,7.4,6.2,139400,0
1056,0,0,1,46,0,6979,2.48,6.5,2.2,6.7,4.17,3.81,8.4,1,Duplex,6,3.4,5.8,5.9,6.4,4.9,3.5,8.4,144000,0
3395,8,2,2,112,1,10896,3.79,6,4,6.2,6.62,4.85,8,0,2fmCon,6,0,6.4,5.7,6.1,8.3,9.4,7.5,200000,0
800,1,1,1,90,1,6120,3.88,2.3,8.6,0.7,11.04,5.78,9.1,0,1Fam,2,0,2.9,1.8,3.1,4.1,9.1,6.4,60000,1
1387,3,2,2,72,0,6000,3.07,4.5,5.1,6.9,6.09,7.42,8,1,2fmCon,5,0,5.2,4.7,5.1,4,8.5,5.9,93000,0
796,2,1,1,116,1,8777,3.1,4.2,4.9,5.6,6.76,6.5,7.3,0,1Fam,5,0,5.6,4.7,4.7,6.9,10,6.6,85000,0
1567,1,2,1,20,0,3982,0.7,8.4,0.7,9.1,4.29,1.72,9.6,1,TwnhsE,8,7,7.9,8.1,9.3,3.6,1.9,8.3,264561,1
1518,1,1.5,1,23,1,12677,6,8.2,2.2,8.8,4.69,0.03,7.5,1,TwnhsE,8,7,8.3,9.2,8.2,10,4,5.7,274000,1
1929,3,2.5,2,25,0,7050,5.19,6.5,2.2,7.2,2.97,3.29,7.8,1,1Fam,7,5.5,7.4,6.6,7.5,2.9,1.9,6.8,226000,1
2704,4,2.5,2,54,1,13860,6.67,7.6,0,8.7,3.11,0.56,4.9,1,1Fam,8,3.2,7,7.8,8.3,10,3.5,4,345000,3
1620,4,2.5,2,57,0,10793,3.89,5.6,6.2,4.4,6.67,5.44,7.1,1,1Fam,5,2.5,4.8,5,5.3,7.8,3.5,7,152000,0
1766,2,2.5,1,17,0,9187,4.35,8.4,2,10,3.7,1.41,8.3,1,1Fam,9,7.8,9.5,8.7,9.3,5.2,0.5,5.9,370878,1
981,3,1.5,1,55,0,10530,4.99,6.8,4.1,5.7,8.5,3.06,9.2,1,1Fam,6,4.6,6.1,6.5,5.4,7.3,6.3,5.4,143250,0
1048,3,1,1,76,0,7200,0.9,4.5,5.2,4.8,6.77,6.12,7,1,1Fam,5,0.7,4.4,3.8,5.2,5.9,7,7.5,98300,0
1094,3,1,1,73,0,10452,5.17,6.3,5.1,6.3,4.59,4.81,7,1,1Fam,6,0.1,4.8,5.7,5.3,6.1,7.8,4.8,155000,2
1839,4,1.5,2,60,0,7700,3.62,5.8,4.2,7.5,6.4,4.98,7.7,1,1Fam,6,1.8,5.8,6.4,5.9,5.6,7.6,5.5,155000,1
630,1,1,1,56,0,1936,1.66,4.3,6.9,4.4,9.32,6.01,10,0,Twnhs,4,3.6,4,3.9,3.6,2.2,4.5,8.6,84500,0
1665,3,2.5,2,19,0,8125,5.91,6.7,2.7,6.8,5.11,1.58,7.9,1,1Fam,7,8.9,6.6,6.6,7.2,4.3,2.4,4,205950,0
1510,4,1,2,86,1,9084,5.67,3.9,7.3,5.3,7.09,6.98,6.8,1,1Fam,4,0,4.1,4.2,4.2,5.9,9.1,6.3,108000,1
1716,2,2.5,2,30,0,8750,4.11,7,3.3,8.2,5.96,2.73,8.4,1,1Fam,7,6.9,7.3,7.5,7.2,6.1,2.1,6.8,191000,1
1469,3,1,2,120,1,10320,4.05,5.5,4.2,7,6.66,2.61,7,1,1Fam,6,0,6.3,6.1,6.1,6.1,10,6.2,135000,0
2113,2,2.5,1,31,0,10437,7.79,8.4,0.7,9.3,2.97,3.35,6.2,1,1Fam,8,7.5,6.8,7.6,7.7,6.1,2.8,1.9,350000,1
1092,3,1.5,2,55,0,1680,0.9,5.7,4.3,8.3,6.38,6.1,8.7,1,Twnhs,6,1.2,5.3,6.2,5.9,1,5.1,10,88000,0
1053,3,1.5,1,67,1,10007,5.02,4.9,4.2,7,8,4.96,9.2,1,1Fam,5,2.3,4.8,4.8,5.5,7.5,8.8,5,145500,0
1502,3,1.5,2,95,1,7200,3.58,6.5,2.4,7.2,6.18,5.16,8.6,1,1Fam,7,0,7.3,7.4,7.5,5.4,10,6.8,149000,1
